id listku(veskera vyuka pro celou paralelku - vice hodin za tyden);id podlistku(konkretni vyuka v nejaky den a hodinu);kod predmetu;nazev;den(1=po);cas(min od 0:00);mistnost;delka(min);prvni tyden vyuky;prvni den vyuky pro jednorazovou;pocet tydnu vyuky;ctrnactideni vyuka;ucitele
20bNAIL068x01;20bNAIL068x01;NAIL068;Umìlé bytosti;3;840;SW1;90;1;;14;;Gemrot Jakub, Mgr., Ph.D.
20bNAIL077p1;20bNAIL077p1;NAIL077;Logické programování 2;3;840;S301;90;1;;14;;Hric Jan, RNDr.
20bNAIL106p1;20bNAIL106p1;NAIL106;Multiagentní systémy;3;740;S4;90;1;;14;;Neruda Roman, Mgr., CSc.
20bNAIL107p1;20bNAIL107p1;NAIL107;Strojové uèení v bioinformatice;3;540;S9;90;1;;14;;Mráz Frantiek, RNDr., CSc.
20bNAIL120x01;20bNAIL120x01;NAIL120;Úvod do umìlé inteligence;3;740;S8;90;1;;14;;Fink Jiøí, RNDr., Ph.D.
20bNAIL120x03;20bNAIL120x03;NAIL120;Úvod do umìlé inteligence;3;540;S1;90;1;;14;;Fink Jiøí, RNDr., Ph.D.
20bNDBI042p1;20bNDBI042p1;NDBI042;Techniky vizualizace dat;3;640;S9;90;1;;14;;Hoksza David, doc. RNDr., Ph.D.
20bNDIN015p1;20bNDIN015p1;NDIN015;Didaktika informatiky;3;840;S5;90;1;;14;;Forstová Lenka, Mgr.
20bNDIN015x01;20bNDIN015x01;NDIN015;Didaktika informatiky;3;790;SW2;45;1;;14;;Forstová Lenka, Mgr.
20bNDMI012p2;20bNDMI012p2;NDMI012;Kombinatorika a grafy 2;3;940;S11;90;1;;14;;Penev Irena, Dr.
20bNDMI012x01;20bNDMI012x01;NDMI012;Kombinatorika a grafy 2;3;740;S7;90;1;;14;;Dvoøák Zdenìk, doc. Mgr., Ph.D.
20bNDMI012x02;20bNDMI012x02;NDMI012;Kombinatorika a grafy 2;3;540;S10;90;1;;14;;Koutecký Martin, Mgr., Ph.D.
20bNDMI012x03;20bNDMI012x03;NDMI012;Kombinatorika a grafy 2;3;1040;S11;90;1;;14;;Penev Irena, Dr.
20bNDMI012x04;20bNDMI012x04;NDMI012;Kombinatorika a grafy 2;3;840;S10;90;1;;14;;Dvoøák Zdenìk, doc. Mgr., Ph.D.
20bNDMI013p1;20bNDMI013p1;NDMI013;Kombinatorická a výpoèetní geometrie 2;3;840;S3;90;1;;14;;Kynèl Jan, Mgr., Ph.D.
20bNDMI013x01;20bNDMI013x01;NDMI013;Kombinatorická a výpoèetní geometrie 2;3;940;S1;90;1;;14;;Kynèl Jan, Mgr., Ph.D.
20bNDMI036p1;20bNDMI036p1;NDMI036;Kombinatorické struktury;3;640;S11;90;1;;14;;Kratochvíl Jan, prof. RNDr., CSc.
20bNMAI042x02;20bNMAI042x02;NMAI042;Numerická matematika;3;840;S8;90;1;;14;;Congreve Scott, Ph.D.
20bNMAI056p1;20bNMAI056p1;NMAI056;Matematická analýza 3;3;940;S5;90;1;;14;;Klazar Martin, doc. RNDr., Dr.
20bNMAI056x01;20bNMAI056x01;NMAI056;Matematická analýza 3;3;1040;S6;90;1;;14;;Klazar Martin, doc. RNDr., Dr.
20bNMAI059x01;20bNMAI059x01;NMAI059;Pravdìpodobnost a statistika 1;3;640;S6;90;1;;14;;Král Karel, Mgr.
20bNMAI059x02;20bNMAI059x02;NMAI059;Pravdìpodobnost a statistika 1;3;940;S7;90;1;;14;;Lieskovský Matej, Mgr.
20bNMAI059x04;20bNMAI059x04;NMAI059;Pravdìpodobnost a statistika 1;3;940;S6;90;1;;14;;Mare Martin, Mgr., Ph.D.
20bNOPT016p1;20bNOPT016p1;NOPT016;Celoèíselné programování;3;640;S8;90;1;;14;;Hladík Milan, doc. Mgr., Ph.D.
20bNOPT046p1;20bNOPT046p1;NOPT046;Diskrétní a spojitá optimalizace;3;540;S4;90;1;;14;;Feldmann Andreas Emil, Dr.
20bNOPT046x01;20bNOPT046x01;NOPT046;Diskrétní a spojitá optimalizace;3;640;S10;90;1;;14;;Feldmann Andreas Emil, Dr.
20bNOPT048p2;20bNOPT048p2;NOPT048;Lineární programování a kombinatorická optimalizace;3;840;S4;90;1;;14;;Tiwary Hans Raj, doc., M.Sc., Ph.D.
20bNOPT048x01;20bNOPT048x01;NOPT048;Lineární programování a kombinatorická optimalizace;3;740;S6;90;1;;14;;Balko Martin, RNDr., Ph.D.
20bNOPT048x02;20bNOPT048x02;NOPT048;Lineární programování a kombinatorická optimalizace;3;540;S8;90;1;;14;;Balko Martin, RNDr., Ph.D.
20bNPFL075p1;20bNPFL075p1;NPFL075;Závislostní gramatiky a korpusy;3;840;S1;90;1;;14;;Mírovský Jiøí, RNDr., Ph.D., Lopatková Markéta, doc. RNDr., Ph.D., Zeman Daniel, RNDr., Ph.D.
20bNPFL075x01;20bNPFL075x01;NPFL075;Závislostní gramatiky a korpusy;3;640;SU1;90;1;;14;;Mírovský Jiøí, RNDr., Ph.D., Lopatková Markéta, doc. RNDr., Ph.D., Zeman Daniel, RNDr., Ph.D.
20bNPFL106p1;20bNPFL106p1;NPFL106;Obecná lingvistika;3;640;S7;45;1;;14;;Hana Jiøí, RNDr., Ph.D.
20bNPFL106x01;20bNPFL106x01;NPFL106;Obecná lingvistika;3;690;S7;45;1;;14;;Hana Jiøí, RNDr., Ph.D.
20bNPFL128p1;20bNPFL128p1;NPFL128;Jazykové technologie v praxi;3;540;S11;90;1;;14;;Hana Jiøí, RNDr., Ph.D.
20bNPGR005x01;20bNPGR005x01;NPGR005;Semináø z poèítaèové grafiky a vidìní;3;840;S11;90;1;;14;;ikudová Elena, doc. RNDr., Ph.D.
20bNPGR019p1;20bNPGR019p1;NPGR019;Realtime grafika na GPU;3;640;S4;90;1;;14;;Kolomazník Jan, RNDr., Ph.D.
20bNPGR019x01;20bNPGR019x01;NPGR019;Realtime grafika na GPU;3;740;SW1;90;2;;14;;Kahoun Martin, Mgr.
20bNPGR027p1;20bNPGR027p1;NPGR027;Shading Languages;3;640;S1;90;1;;14;;Wilkie Alexander, doc., Dr.
20bNPGR027x01;20bNPGR027x01;NPGR027;Shading Languages;3;740;S1;45;1;;14;;Wilkie Alexander, doc., Dr.
20bNPGR033p1;20bNPGR033p1;NPGR033;Poèítaèová grafika pro vývoj her;3;940;S10;90;1;;14;;Gemrot Jakub, Mgr., Ph.D., Kahoun Martin, Mgr.
20bNPGR033x01;20bNPGR033x01;NPGR033;Poèítaèová grafika pro vývoj her;3;1040;SW1;90;1;;14;;Gemrot Jakub, Mgr., Ph.D.
20bNPRG005x01;20bNPRG005x01;NPRG005;Neprocedurální programování;3;940;SU1;90;1;;14;;Pilát Martin, Mgr., Ph.D.
20bNPRG005x05;20bNPRG005x05;NPRG005;Neprocedurální programování;3;840;SU2;90;1;;14;;Konèický Václav, Bc.
20bNPRG005x08;20bNPRG005x08;NPRG005;Neprocedurální programování;3;640;SW1;90;1;;14;;Dvoøák Tomá, doc. RNDr., CSc.
20bNPRG021x01;20bNPRG021x01;NPRG021;Pokroèilé programování v jazyce Java;3;740;SU2;90;1;;14;;Hnìtynka Petr, doc. RNDr., Ph.D.
20bNPRG021x04;20bNPRG021x04;NPRG021;Pokroèilé programování v jazyce Java;3;740;SU1;90;1;;14;;Khalyeyev Danylo, Mgr.
20bNPRG036x02;20bNPRG036x02;NPRG036;Datové formáty;3;940;SW2;90;1;;14;;Klímek Jakub, RNDr., Ph.D.
20bNPRG036x03;20bNPRG036x03;NPRG036;Datové formáty;3;640;SU2;90;1;;14;;Klímek Jakub, RNDr., Ph.D.
20bNPRG038x01;20bNPRG038x01;NPRG038;Pokroèilé programování v jazyce C#;3;640;SW2;90;1;;14;;Jeek Pavel, Mgr., Ph.D.
20bNPRG038x02;20bNPRG038x02;NPRG038;Pokroèilé programování v jazyce C#;3;840;SW2;90;1;;14;;Zikmund Radek, Mgr.
20bNPRG038x05;20bNPRG038x05;NPRG038;Pokroèilé programování v jazyce C#;3;940;SU2;90;1;;14;;Pacovský Jan, Mgr.
20bNPRG043x02;20bNPRG043x02;NPRG043;Doporuèené postupy v programování;3;1040;SU2;90;1;;14;;Bulej Lubomír, doc. Ing., Ph.D.
20bNPRG065x01;20bNPRG065x01;NPRG065;Programování v Pythonu;3;640;S3;90;1;;14;;Kofroò Jan, doc. RNDr., Ph.D.
20bNPRG066x01;20bNPRG066x01;NPRG066;The C Programming Language;3;540;SU2;90;1;;14;;Pechanec Jan, Mgr., Kotal Vladimír, Mgr.
20bNSWI026p1;20bNSWI026p1;NSWI026;Pokroèilé aspekty softwarového inenýrství;3;940;S4;90;1;;14;;Krátký Tomá, Zoubek Bohumír
20bNSWI041x01;20bNSWI041x01;NSWI041;Úvod do softwarového inenýrství;3;840;S7;90;1;;14;;Neèaský Martin, doc. Mgr., Ph.D.
20bNSWI080p1;20bNSWI080p1;NSWI080;Middleware;3;740;S3;90;1;;14;;Tùma Petr, prof. Ing., Dr.
20bNSWI133x01;20bNSWI133x01;NSWI133;Firemní semináøe;3;1040;S9;90;1;;14;;Parízek Pavel, doc. RNDr., Ph.D.
20bNSWI151x01;20bNSWI151x01;NSWI151;Administrace virtualizaèní infrastruktury;3;840;SU1;90;1;;14;;Yaghob Jakub, RNDr., Ph.D.
20bNSWI153p1;20bNSWI153p1;NSWI153;Pokroèilé programování webových aplikací;3;940;S3;90;1;;14;;Kruli Martin, doc. RNDr., Ph.D.
20bNSWI153x01;20bNSWI153x01;NSWI153;Pokroèilé programování webových aplikací;3;1040;SW2;90;1;;14;;Kruli Martin, doc. RNDr., Ph.D.
20bNTIN060p3;20bNTIN060p3;NTIN060;Algoritmy a datové struktury 1;3;540;S3;90;1;;14;;Èepek Ondøej, doc. RNDr., Ph.D.
20bNTIN066p1;20bNTIN066p1;NTIN066;Datové struktury 1;3;540;S5;90;1;;14;;Mare Martin, Mgr., Ph.D.
20bNTIN067p1;20bNTIN067p1;NTIN067;Datové struktury 2;3;840;S9;90;1;;14;;Majerech Vladan, Mgr., Dr.
20bNTIN071x02;20bNTIN071x02;NTIN071;Automaty a gramatiky;3;540;S6;90;1;;14;;Bulín Jakub, RNDr., Ph.D.
20bNTIN071x03;20bNTIN071x03;NTIN071;Automaty a gramatiky;3;840;S6;90;1;;14;;Kuboò David, Mgr.
20bNTIN071x04;20bNTIN071x04;NTIN071;Automaty a gramatiky;3;540;S7;90;1;;14;;Majerech Vladan, Mgr., Dr.
20bNTIN071x07;20bNTIN071x07;NTIN071;Automaty a gramatiky;3;940;S8;90;1;;14;;Gregor Petr, doc. Mgr., Ph.D.
;R110719083;;;3;1040;S1;130;;3.3.2021;13;; 
;R110723048;;;3;840;S517;100;;3.3.2021;1;;Tyomkyn Mykhaylo, Ph.D.
;R110738739;;;3;740;S5;90;;2.6.2021;1;;Vomlelová Marta, Mgr., Ph.D.
;R110739961;;;3;750;S11;90;;2.6.2021;1;;Peka Ladislav, Mgr., Ph.D.
RG110744283;R110744284;;;3;690;SW2;210;;9.6.2021;1;;Pergel Martin, RNDr., Ph.D.
RG110745433;R110745434;;;3;590;S5;190;;21.7.2021;1;;ámal Robert, doc. Mgr., Ph.D.
RG110748337;R110748338;;;3;540;S510;190;;16.6.2021;1;;Vidová Hladká Barbora, doc. Mgr., Ph.D.
RG110748428;R110748429;;;3;660;SW2;240;;16.6.2021;1;;Pergel Martin, RNDr., Ph.D.
RG110748518;R110748521;;;3;440;SU2;795;;11.8.2021;1;;Forstová Lenka, Mgr.
RG110748518;R110748528;;;3;440;SU2;795;;18.8.2021;1;;Forstová Lenka, Mgr.
RG110748518;R110748535;;;3;440;SU2;795;;25.8.2021;1;;Forstová Lenka, Mgr.
RG110748518;R110748542;;;3;440;SU2;795;;1.9.2021;1;;Forstová Lenka, Mgr.
RG110748546;R110748549;;;3;440;SW2;795;;11.8.2021;1;;Forstová Lenka, Mgr.
RG110748546;R110748556;;;3;440;SW2;795;;18.8.2021;1;;Forstová Lenka, Mgr.
RG110748546;R110748563;;;3;440;SW2;795;;25.8.2021;1;;Forstová Lenka, Mgr.
RG110748546;R110748570;;;3;440;SW2;795;;1.9.2021;1;;Forstová Lenka, Mgr.
RG110748574;R110748577;;;3;440;SW1;795;;11.8.2021;1;;Forstová Lenka, Mgr.
RG110748574;R110748584;;;3;440;SW1;795;;18.8.2021;1;;Forstová Lenka, Mgr.
RG110748574;R110748591;;;3;440;SW1;795;;25.8.2021;1;;Forstová Lenka, Mgr.
RG110748574;R110748598;;;3;440;SW1;795;;1.9.2021;1;;Forstová Lenka, Mgr.
RG110749559;R110749560;;;3;540;S7;120;;7.7.2021;1;;Chvátal Václav, prof., Ph.D.
RG110749915;R110749916;;;3;780;SW2;60;;23.6.2021;1;;Pergel Martin, RNDr., Ph.D.
RG110750136;R110750137;;;3;930;S510;120;;23.6.2021;1;;Hacklová Radmila, Mgr.
RG110751390;R110751391;;;3;540;S3;360;;15.9.2021;1;;Hegrová Kateøina
RG110751400;R110751401;;;3;540;S4;360;;15.9.2021;1;;Hegrová Kateøina
RG110751404;R110751405;;;3;540;S5;360;;15.9.2021;1;;Hegrová Kateøina
RG110751657;R110751658;;;3;750;S510;90;;30.6.2021;1;;Dingle Adam, M.Sc.
RG110751703;R110751704;;;3;780;SW2;180;;30.6.2021;1;;Pergel Martin, RNDr., Ph.D.
RG110751788;R110751789;;;3;960;S4;40;;30.6.2021;1;;Hric Jan, RNDr.
RG110751908;R110751909;;;3;540;S5;240;;28.7.2021;1;;Hubièka Jan, doc. Mgr., Ph.D.
RG110751931;R110751932;;;3;590;S9;190;;21.7.2021;1;;ámal Robert, doc. Mgr., Ph.D.
RG110752619;R110752620;;;3;480;S3;540;;1.9.2021;1;;Hegrová Kateøina
RG110752621;R110752622;;;3;480;S3;540;;8.9.2021;1;;Hegrová Kateøina
RG110752625;R110752626;;;3;480;S5;540;;1.9.2021;1;;Hegrová Kateøina
RG110752627;R110752628;;;3;480;S5;540;;8.9.2021;1;;Hegrová Kateøina
RG110752629;R110752630;;;3;480;S4;540;;1.9.2021;1;;Hegrová Kateøina
RG110752631;R110752632;;;3;480;S4;540;;8.9.2021;1;;Hegrová Kateøina
RG110752633;R110752634;;;3;690;S6;450;;1.9.2021;1;;Hegrová Kateøina
RG110752635;R110752636;;;3;690;S6;450;;8.9.2021;1;;Hegrová Kateøina
RG110752637;R110752638;;;3;690;S7;450;;1.9.2021;1;;Hegrová Kateøina
RG110752639;R110752640;;;3;690;S7;450;;8.9.2021;1;;Hegrová Kateøina
RG110753785;R110753786;;;3;960;S510;90;;21.7.2021;1;;Rosa Rudolf, Mgr., Ph.D.
RG110754296;R110754297;;;3;840;S510;90;;21.7.2021;1;;Neèaský Martin, doc. Mgr., Ph.D.
RG110754394;R110754397;;;3;440;S9;795;;4.8.2021;1;;Hovorka Martin, Ing.
RG110754394;R110754404;;;3;440;S9;795;;11.8.2021;1;;Hovorka Martin, Ing.
RG110754394;R110754411;;;3;440;S9;795;;18.8.2021;1;;Hovorka Martin, Ing.
RG110755023;R110755024;;;3;840;S10;240;;25.8.2021;1;;Dvoøák Zdenìk, doc. Mgr., Ph.D.
RG110755401;R110755402;;;3;600;S3;480;;22.9.2021;1;;Mare Martin, Mgr., Ph.D.
RG110756023;R110756024;;;3;480;S1;300;;15.9.2021;1;;Mírovský Jiøí, RNDr., Ph.D.
RG110756029;R110756030;;;3;480;S6;210;;8.9.2021;1;;Mírovský Jiøí, RNDr., Ph.D.
RG110756031;R110756032;;;3;690;S510;60;;8.9.2021;1;;Mírovský Jiøí, RNDr., Ph.D.
20bNAIL015p1;20bNAIL015p1;NAIL015;Implementace neuronových sítí 2;4;940;SW1;90;1;;14;;Boovský Petr, RNDr., CSc.
20bNAIL015x01;20bNAIL015x01;NAIL015;Implementace neuronových sítí 2;4;1040;SW1;90;1;;14;;Boovský Petr, RNDr., CSc.
20bNAIL029p2;20bNAIL029p2;NAIL029;Strojové uèení;4;840;S3;90;1;;14;;Vomlelová Marta, Mgr., Ph.D.
20bNAIL063p2;20bNAIL063p2;NAIL063;Teorie mnoin;4;940;S4;90;1;;14;;Penev Irena, Dr.
20bNAIL086p1;20bNAIL086p1;NAIL086;Evoluèní algoritmy 2;4;640;S9;90;1;;14;;Neruda Roman, Mgr., CSc.
20bNAIL086x01;20bNAIL086x01;NAIL086;Evoluèní algoritmy 2;4;840;S6;90;1;;14;;Pilát Martin, Mgr., Ph.D.
20bNAIL094p1;20bNAIL094p1;NAIL094;Rozhodovací procedury a SAT/SMT øeièe;4;940;S11;90;1;;14;;Kuèera Petr, RNDr., Ph.D.
20bNAIL100x01;20bNAIL100x01;NAIL100;Semináø strojového uèení a modelování 2;4;840;S8;90;1;;15;liche;Holeòa Martin, prof. RNDr. Ing., CSc.
20bNAIL106x02;20bNAIL106x02;NAIL106;Multiagentní systémy;4;740;SU2;90;1;;14;;Pilát Martin, Mgr., Ph.D.
20bNAIL119x01;20bNAIL119x01;NAIL119;Pøírodou inspirované algoritmy;4;940;SW2;90;1;;14;;Macková Kateøina, Mgr.
20bNAIL120x02;20bNAIL120x02;NAIL120;Úvod do umìlé inteligence;4;540;S8;90;1;;14;;Ivanová Marika, Mgr., Ph.D.
20bNCGD005p1;20bNCGD005p1;NCGD005;Konstrukce herního záitku;4;940;S5;45;1;;14;;Kolek Luká, Mgr., Ph.D.
20bNCGD005x01;20bNCGD005x01;NCGD005;Konstrukce herního záitku;4;990;S5;45;1;;14;;Kolek Luká, Mgr., Ph.D.
20bNDBI023x01;20bNDBI023x01;NDBI023;Dobývání znalostí;4;1040;SU1;90;1;;14;;Mráz Frantiek, RNDr., CSc.
20bNDBI026p1;20bNDBI026p1;NDBI026;Databázové aplikace;4;540;S9;90;1;;14;;Kopecký Michal, RNDr., Ph.D.
20bNDBI026x01;20bNDBI026x01;NDBI026;Databázové aplikace;4;640;SU1;90;1;;14;;Kopecký Michal, RNDr., Ph.D.
20bNDBI026x02;20bNDBI026x02;NDBI026;Databázové aplikace;4;840;SW1;90;1;;14;;Kopecký Michal, RNDr., Ph.D.
20bNDIN019x02;20bNDIN019x02;NDIN019;Dìtské programovací jazyky;4;640;SW1;90;1;;14;;Forstová Lenka, Mgr.
20bNDMI041x01;20bNDMI041x01;NDMI041;Kombinatorický semináø pro pokroèilé;4;590;S6;140;1;;14;;Balko Martin, RNDr., Ph.D., Tiwary Hans Raj, doc., M.Sc., Ph.D.
20bNDMI045p1;20bNDMI045p1;NDMI045;Analytická a kombinatorická teorie èísel;4;940;S6;90;1;;14;;Klazar Martin, doc. RNDr., Dr.
20bNDMI051x01;20bNDMI051x01;NDMI051;Úvod do øeení problémù kombinatorických, mat. i jiných (IPS) II;4;1160;S3;90;1;;14;;Mare Martin, Mgr., Ph.D., Konèický Václav, Bc., Machová Markéta, Bc.
20bNLTM021p1;20bNLTM021p1;NLTM021;Vyèíslitelnost;4;940;S7;90;1;;14;;Jákl Vojtìch, RNDr.
20bNMAI042p1;20bNMAI042p1;NMAI042;Numerická matematika;4;540;S4;90;1;;14;;Felcman Jiøí, doc. RNDr., CSc.
20bNMAI056x02;20bNMAI056x02;NMAI056;Matematická analýza 3;4;640;S11;90;1;;14;;Zeman Peter, Mgr.
20bNMAI059x03;20bNMAI059x03;NMAI059;Pravdìpodobnost a statistika 1;4;640;S8;90;1;;14;;Lieskovský Matej, Mgr.
20bNMAI059x06;20bNMAI059x06;NMAI059;Pravdìpodobnost a statistika 1;4;1040;S11;90;1;;14;;Zeman Peter, Mgr.
20bNMAI063p2;20bNMAI063p2;NMAI063;Algebra 2;4;840;S9;90;1;;14;;Shaul Liran, Ph.D.
20bNOPT048x03;20bNOPT048x03;NOPT048;Lineární programování a kombinatorická optimalizace;4;940;S8;90;1;;14;;Balko Martin, RNDr., Ph.D.
20bNPFL024x01;20bNPFL024x01;NPFL024;Syntaktická analýza èetiny;4;840;S421;90;1;;14;;Kuboò Vladislav, doc. RNDr., Ph.D.
20bNPFL079p1;20bNPFL079p1;NPFL079;Algoritmy rozpoznávání mluvené øeèi;4;940;SU1;90;1;;14;;Peterek Nino, Mgr., Ph.D.
20bNPFL079x01;20bNPFL079x01;NPFL079;Algoritmy rozpoznávání mluvené øeèi;4;1040;S7;90;1;;14;;Peterek Nino, Mgr., Ph.D.
20bNPFL087p1;20bNPFL087p1;NPFL087;Statistický strojový pøeklad;4;540;S7;90;1;;14;;Bojar Ondøej, doc. RNDr., Ph.D.
20bNPFL087x01;20bNPFL087x01;NPFL087;Statistický strojový pøeklad;4;640;S7;90;1;;14;;Bojar Ondøej, doc. RNDr., Ph.D.
20bNPFL093p1;20bNPFL093p1;NPFL093;Aplikace NLP;4;740;S5;90;1;;14;;Kuboò Vladislav, doc. RNDr., Ph.D.
20bNPFL093x01;20bNPFL093x01;NPFL093;Aplikace NLP;4;840;S8;90;2;;13;sude;Kuboò Vladislav, doc. RNDr., Ph.D.
20bNPFL124p1;20bNPFL124p1;NPFL124;Zpracování pøirozeného jazyka;4;740;S9;90;1;;14;;Bojar Ondøej, doc. RNDr., Ph.D., Pecina Pavel, doc. RNDr., Ph.D., abokrtský Zdenìk, doc. Ing., Ph.D., Zeman Daniel, RNDr., Ph.D., Hajiè Jan, prof. RNDr., Dr., Libovický Jindøich, Mgr., Ph.D., Helcl Jindøich, Mgr.
20bNPFL124x01;20bNPFL124x01;NPFL124;Zpracování pøirozeného jazyka;4;840;S7;90;2;;14;sude;Bojar Ondøej, doc. RNDr., Ph.D., Pecina Pavel, doc. RNDr., Ph.D., abokrtský Zdenìk, doc. Ing., Ph.D., Zeman Daniel, RNDr., Ph.D., Hajiè Jan, prof. RNDr., Dr., Libovický Jindøich, Mgr., Ph.D., Helcl Jindøich, Mgr.
20bNPGR016p1;20bNPGR016p1;NPGR016;Aplikovaná výpoèetní geometrie;4;740;S7;90;1;;14;;Kolingerová Ivana, prof. Dr. Ing.
20bNPGR019x02;20bNPGR019x02;NPGR019;Realtime grafika na GPU;4;740;SW1;90;1;;14;;Kahoun Martin, Mgr.
20bNPGR020p1;20bNPGR020p1;NPGR020;Geometrie pro poèítaèovou grafiku;4;640;S4;90;1;;14;;Øada Jakub, Mgr.
20bNPGR024x01;20bNPGR024x01;NPGR024;Semináø z vìdecké práce;4;840;S1;90;1;;14;;Wilkie Alexander, doc., Dr.
20bNPRG003p1;20bNPRG003p1;NPRG003;Metodika programování a filozofie programovacích jazykù;4;940;S3;90;1;;14;;efl Vít, Mgr.
20bNPRG005x02;20bNPRG005x02;NPRG005;Neprocedurální programování;4;540;SW2;90;1;;14;;Hric Jan, RNDr.
20bNPRG005x04;20bNPRG005x04;NPRG005;Neprocedurální programování;4;540;SU2;90;1;;14;;Bene Jiøí, Bc.
20bNPRG024x01;20bNPRG024x01;NPRG024;Návrhové vzory;4;840;S4;90;1;;14;;Zavoral Filip, RNDr., Ph.D.
20bNPRG031p1;20bNPRG031p1;NPRG031;Programování 2;4;540;S3;90;14;;1;;Pergel Martin, RNDr., Ph.D., Holan Tomá, RNDr., Ph.D.
20bNPRG031p1;20bNPRG031p1b;NPRG031;Programování 2;4;540;S3;90;1;;13;;Pergel Martin, RNDr., Ph.D., Holan Tomá, RNDr., Ph.D.
20bNPRG038x04;20bNPRG038x04;NPRG038;Pokroèilé programování v jazyce C#;4;1040;SU2;90;1;;14;;Kliber Filip, Mgr.
20bNPRG042x01;20bNPRG042x01;NPRG042;Programování v paralelním prostøedí;4;640;S5;90;1;;14;liche;Kruli Martin, doc. RNDr., Ph.D., Yaghob Jakub, RNDr., Ph.D.
20bNPRG042x01;20bNPRG042x01b;NPRG042;Programování v paralelním prostøedí;4;640;SW2;90;2;;14;sude;Kruli Martin, doc. RNDr., Ph.D., Yaghob Jakub, RNDr., Ph.D.
20bNPRG042x02;20bNPRG042x02;NPRG042;Programování v paralelním prostøedí;4;640;S5;90;1;;14;liche;Kruli Martin, doc. RNDr., Ph.D., Yaghob Jakub, RNDr., Ph.D.
20bNPRG042x02;20bNPRG042x02b;NPRG042;Programování v paralelním prostøedí;4;840;SW2;90;2;;14;sude;Kruli Martin, doc. RNDr., Ph.D., Yaghob Jakub, RNDr., Ph.D.
20bNPRG043p1;20bNPRG043p1;NPRG043;Doporuèené postupy v programování;4;540;S5;90;1;;14;;Bulej Lubomír, doc. Ing., Ph.D.
20bNPRG043x01;20bNPRG043x01;NPRG043;Doporuèené postupy v programování;4;940;SU2;90;1;;14;;Bulej Lubomír, doc. Ing., Ph.D.
20bNPRG057p1;20bNPRG057p1;NPRG057;Pokroèilé programování pro .NET II;4;640;S3;90;1;;14;;Jeek Pavel, Mgr., Ph.D.
20bNSWE001p1;20bNSWE001p1;NSWE001;Vestavìné systémy a systémy reálného èasu;4;740;S4;90;1;;14;;Bure Tomá, prof. RNDr., Ph.D.
20bNSWI026x01;20bNSWI026x01;NSWI026;Pokroèilé aspekty softwarového inenýrství;4;640;SU2;90;1;;14;;Podzimek Michal, Mgr.
20bNSWI041p1;20bNSWI041p1;NSWI041;Úvod do softwarového inenýrství;4;740;S3;90;1;;14;;Neèaský Martin, doc. Mgr., Ph.D.
20bNSWI080x01;20bNSWI080x01;NSWI080;Middleware;4;740;S11;90;1;;14;liche;Dort Vlastimil, Mgr.
20bNSWI143p2;20bNSWI143p2;NSWI143;Architektura poèítaèù;4;840;S5;90;1;;14;;Bulej Lubomír, doc. Ing., Ph.D.
20bNSWI149x01;20bNSWI149x01;NSWI149;Softwarové inenýrství v praxi;4;940;S9;90;1;;14;;Neèaský Martin, doc. Mgr., Ph.D.
20bNTIN066x01;20bNTIN066x01;NTIN066;Datové struktury 1;4;940;S10;90;1;;14;;Mièka Ondøej, Mgr.
20bNTIN066x02;20bNTIN066x02;NTIN066;Datové struktury 1;4;840;S10;90;1;;14;;Mareèek David, RNDr., Ph.D.
20bNTIN071x01;20bNTIN071x01;NTIN071;Automaty a gramatiky;4;540;S10;90;1;;14;;Bulín Jakub, RNDr., Ph.D.
;R110708602;;Polední pøednáky KAM;4;740;S6;90;1;;14;;Dvoøák Zdenìk, doc. Mgr., Ph.D.
;R110719084;;;4;1040;S1;130;;4.3.2021;13;; 
;R110723049;;;4;940;S517;100;;4.3.2021;1;;Tyomkyn Mykhaylo, Ph.D.
;R110739214;;;4;530;S1;310;;3.6.2021;1;;Hladík Milan, doc. Mgr., Ph.D.
;R110739215;;;4;930;S1;90;;3.6.2021;1;;Hladík Milan, doc. Mgr., Ph.D.
;R110742341;;;4;630;S8;10;;3.6.2021;1;;Bojar Ondøej, doc. RNDr., Ph.D.
;R110742343;;;4;730;S8;10;;3.6.2021;1;;Bojar Ondøej, doc. RNDr., Ph.D.
RG110743659;R110743660;;;4;810;S5;210;;24.6.2021;1;;Hladík Milan, doc. Mgr., Ph.D.
RG110744623;R110744624;;;4;570;S8;360;;8.7.2021;1;;Rosa Rudolf, Mgr., Ph.D.
RG110744734;R110744735;;;4;540;S4;240;;15.7.2021;1;;Èepek Ondøej, doc. RNDr., Ph.D.
RG110745378;R110745379;;;4;830;S9;200;;29.7.2021;1;;ámal Robert, doc. Mgr., Ph.D.
RG110748436;R110748437;;;4;740;S11;220;;24.6.2021;1;;Hannemann Tereza, Mgr., Ph.D.
RG110748518;R110748522;;;4;440;SU2;795;;12.8.2021;1;;Forstová Lenka, Mgr.
RG110748518;R110748529;;;4;440;SU2;795;;19.8.2021;1;;Forstová Lenka, Mgr.
RG110748518;R110748536;;;4;440;SU2;795;;26.8.2021;1;;Forstová Lenka, Mgr.
RG110748518;R110748543;;;4;440;SU2;795;;2.9.2021;1;;Forstová Lenka, Mgr.
RG110748546;R110748550;;;4;440;SW2;795;;12.8.2021;1;;Forstová Lenka, Mgr.
